Date,day,tweet_count_islam,tweet_count_blm,tweet_count_all
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-01,Friday,6,2,1136
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-02,Saturday,3,6,1762
2017-12-03,Sunday,3,1,1137
2017-12-03,Sunday,3,1,1137
2017-12-03,Sunday,3,1,1137
2017-12-03,Sunday,3,1,1137
2017-12-03,Sunday,3,1,1137
2017-12-03,Sunday,3,1,1137
2017-12-03,Sunday,3,1,1137
2017-12-03,Sunday,3,1,1137
2017-12-03,Sunday,3,1,1137
2017-12-03,Sunday,3,1,1137
2017-12-03,Sunday,3,1,1137
2017-12-03,Sunday,3,1,1137
2017-12-03,Sunday,3,1,1137
2017-12-03,Sunday,3,1,1137
2017-12-03,Sunday,3,1,1137
